ts,close,mcap,volume,open,high,low,close_candle
2026-07-16 16:00:00,64680.84237509046,1297313939771.127,29689391250.7057,64191.0,64821.0,63833.0,64682.0
2026-07-16 20:00:00,64229.24851396149,1288259654045.2104,27914166910.654797,64567.0,64610.0,63974.0,64229.0
2026-07-17 00:00:00,63792.28742743447,1279500217318.545,27825917044.490063,64217.0,64217.0,63712.0,63796.0
2026-07-17 04:00:00,63524.34248366589,1274128954325.2764,28773163648.235474,63757.0,63993.0,63354.0,63530.0
2026-07-17 08:00:00,62780.84230106703,1259221408082.0564,30037198438.263027,63463.0,63530.0,62688.0,62781.0
2026-07-17 12:00:00,63266.07291378227,1268958055412.8025,25680005556.599533,62799.0,63307.0,62640.0,63267.0
2026-07-17 16:00:00,63394.666643039374,1271542076294.0942,26793624626.656727,63269.0,63420.0,62517.0,63395.0
2026-07-17 20:00:00,64095.80335122859,1285609587692.6863,28998372917.467648,63378.0,64313.0,63291.0,64119.0
2026-07-18 00:00:00,63904.954014943025,1281784159472.132,28871351366.178684,64032.0,64175.0,63851.0,63899.0
2026-07-18 04:00:00,63977.59077184214,1283245497662.4644,26855866556.725243,63918.0,63982.0,63851.0,63978.0
2026-07-18 08:00:00,63970.06911990153,1283100643555.0962,23095950732.13201,63952.0,63986.0,63888.0,63973.0
2026-07-18 12:00:00,64028.76894030294,1284284245246.926,21591010492.52733,63940.0,64032.0,63906.0,64026.0
2026-07-18 16:00:00,64080.70175689081,1285330715839.7158,17566025425.59758,64080.0,64205.0,63933.0,64083.0
2026-07-18 20:00:00,64523.54700498384,1294220145321.9485,14943095014.562159,64078.0,64567.0,64055.0,64526.0
2026-07-19 00:00:00,64795.70382303786,1299683566530.6624,15451966881.20787,64516.0,64810.0,64491.0,64796.0
2026-07-19 04:00:00,64665.03191583571,1297066535780.3967,15783023751.361647,64815.0,64890.0,64599.0,64667.0
2026-07-19 08:00:00,64657.52059343849,1296924536003.3293,15517780964.483047,64659.0,64762.0,64583.0,64657.0
2026-07-19 12:00:00,64420.93665855162,1292186327230.571,15616414309.481459,64641.0,64688.0,64412.0,64426.0
2026-07-19 16:00:00,64530.81329125877,1294395706498.0178,16770326816.783188,64399.0,64575.0,64256.0,64530.0
2026-07-19 20:00:00,64412.038206422694,1292017692812.764,16275981823.932072,64508.0,64683.0,64315.0,64412.0
2026-07-20 00:00:00,64670.40117470696,1297204952087.9087,16372745607.748148,64465.0,64835.0,64322.0,64679.0
2026-07-20 04:00:00,64798.492031713264,1299777529623.0327,17618852215.2563,64569.0,65027.0,64441.0,64799.0
2026-07-20 08:00:00,64213.42874977493,1288048113198.2817,20388171798.342857,64764.0,64773.0,63734.0,64205.0
2026-07-20 12:00:00,64925.43876258116,1302335480612.2898,24292646718.963753,64244.0,64979.0,63868.0,64926.0
2026-07-20 16:00:00,65552.03421705609,1314910876441.2969,28723782943.666195,64798.0,65554.0,64059.0,65538.0
2026-07-20 20:00:00,65104.567017052825,1305940387447.6716,32522192395.606606,65476.0,65707.0,65009.0,65090.0
2026-07-21 00:00:00,65184.92144270268,1307555290285.9756,32520098295.98486,65042.0,65394.0,65027.0,65203.0
2026-07-21 04:00:00,65516.68247383258,1314213612929.4346,32485329836.47119,65144.0,65589.0,65117.0,65523.0
2026-07-21 08:00:00,66144.10625273176,1326803412249.7222,33152664500.45583,65554.0,66172.0,65439.0,66144.0
2026-07-21 12:00:00,66290.24577207127,1329738976367.0146,31649106143.42858,66127.0,66368.0,66094.0,66296.0
2026-07-21 16:00:00,66653.6645601238,1337034385179.955,31360904587.963158,66249.0,66892.0,66225.0,66653.0
2026-07-21 20:00:00,66410.97769455807,1332170741420.0767,30567915389.56782,66661.0,66707.0,66094.0,66411.0
2026-07-22 00:00:00,66520.98164575922,1334382819959.6755,30875118859.101532,66375.0,66523.0,66200.0,66516.0
2026-07-22 04:00:00,66165.6543167303,1327259602951.9817,31463584929.47815,66539.0,66684.0,66150.0,66170.0
2026-07-22 08:00:00,65809.93941023071,1320127641587.405,31521576386.412277,66210.0,66378.0,65702.0,65810.0
2026-07-22 12:00:00,65966.71458499001,1323275341129.2512,33073570124.44195,65885.0,66104.0,65810.0,65967.0
2026-07-22 16:00:00,66006.98530857396,1324086923892.932,30746519413.28768,65938.0,66126.0,65528.0,65995.0
2026-07-22 20:00:00,65886.78165545003,1321680604160.6206,29194795393.89895,65999.0,66340.0,65677.0,65901.0
2026-07-23 00:00:00,66077.05646514206,1325502184529.7004,28939202566.320488,65876.0,66096.0,65779.0,66073.0
2026-07-23 04:00:00,65626.22165913803,1316462203360.9739,28638078045.724136,66049.0,66272.0,65565.0,65629.0
2026-07-23 08:00:00,65398.208929645494,1311892125817.6423,25676157219.572216,65598.0,65773.0,65327.0,65412.0
2026-07-23 12:00:00,65529.112191747015,1314522574880.1423,22200323357.00604,65398.0,65750.0,65397.0,65530.0
2026-07-23 16:00:00,64914.04659895385,1302188757584.334,24061584251.590622,65503.0,65542.0,64714.0,64913.0
2026-07-23 20:00:00,64804.78307554462,1300002547468.1677,24922876085.998714,64845.0,64895.0,64626.0,64793.0
2026-07-24 00:00:00,65033.02206215462,1304584533794.3228,25467017655.49889,64856.0,65173.0,64856.0,65053.0
2026-07-24 04:00:00,65393.846477712796,1311830576118.452,24805187311.35139,65033.0,65408.0,64731.0,65406.0
2026-07-24 08:00:00,65423.637913661376,1312434944632.5547,25897844067.738853,65394.0,65745.0,65218.0,65457.0
2026-07-24 12:00:00,64989.73603814464,1303736543222.8145,26581223246.89518,65424.0,65446.0,64832.0,65033.0
2026-07-24 16:00:00,63998.339878991595,1283852072795.5457,28190055658.462242,64990.0,65067.0,63700.0,64065.0
2026-07-24 20:00:00,64186.584640176,1287633402724.0425,27561846168.41648,63998.0,64223.0,63837.0,64167.0
2026-07-25 00:00:00,64099.00415642356,1285880251135.3728,26959674488.776695,64187.0,64206.0,64071.0,64096.0
2026-07-25 04:00:00,64041.21605381791,1284725007504.9802,26070695765.47407,64099.0,64118.0,63958.0,64032.0
2026-07-25 08:00:00,63926.04897247025,1282417463912.424,23858788337.078846,64041.0,64141.0,63914.0,63981.0
2026-07-25 12:00:00,64012.50885493113,1284157884714.181,23690776858.24868,63926.0,64047.0,63761.0,64008.0
2026-07-25 16:00:00,64151.01749873885,1286942928090.755,16536818053.227087,64013.0,64212.0,63985.0,64130.0
2026-07-25 20:00:00,64321.17106308225,1290361227675.2979,15072072853.341066,64151.0,64384.0,64074.0,64343.0
2026-07-26 00:00:00,64316.36420628235,1290267626178.7449,14459472244.84863,64321.0,64377.0,64217.0,64321.0
2026-07-26 04:00:00,64484.493982694075,1293646196813.2017,14061543724.831232,64316.0,64528.0,64316.0,64487.0
2026-07-26 08:00:00,64307.33565086519,1290098591715.0564,14023656709.116224,64484.0,64540.0,64243.0,64320.0
2026-07-26 12:00:00,64488.57737978033,1293738175501.6594,12310238223.197752,64307.0,64520.0,64305.0,64462.0
2026-07-26 16:00:00,64738.96125580256,1298765720872.261,13032462080.854462,64489.0,64760.0,64371.0,64717.0
2026-07-26 20:00:00,64637.66958576121,1296738304045.1863,13052101258.265194,64739.0,64845.0,64621.0,64646.0
2026-07-27 00:00:00,65310.39342889224,1310239348543.4233,14672396643.288786,64638.0,65489.0,64592.0,65334.0
2026-07-27 04:00:00,65241.194384588634,1308854749645.6301,16293917529.824188,65310.0,65312.0,64892.0,65224.0
2026-07-27 08:00:00,65160.07931835709,1307231476632.665,18227721595.21621,65241.0,65618.0,65178.0,65178.0
2026-07-27 12:00:00,65106.22804124706,1306157240589.816,20848872169.669903,65160.0,65367.0,65054.0,65054.0
2026-07-27 16:00:00,64483.657582084976,1293672299117.6252,24352408482.914963,65106.0,65598.0,64432.0,64498.0
2026-07-27 20:00:00,64986.80176620556,1303770480964.5588,25661631431.852825,64484.0,65006.0,64474.0,64907.0
2026-07-28 00:00:00,63673.70583727069,1277432010626.5527,25805685046.378044,64987.0,64987.0,63600.0,63701.0
2026-07-28 04:00:00,63263.25470446579,1269201839903.0654,26733076661.942745,63674.0,63748.0,63038.0,63260.0
2026-07-28 08:00:00,63453.85272361321,1273028643150.6272,26568467831.997025,63263.0,63576.0,63172.0,63443.0
2026-07-28 12:00:00,63382.56516881078,1271604347200.664,25487183697.734528,63454.0,63509.0,63255.0,63433.0
2026-07-28 16:00:00,63851.44307024154,1281014532332.7183,25593108359.819035,63383.0,63912.0,62785.0,63863.0
2026-07-28 20:00:00,63824.739263705385,1280484788849.1782,25845734348.12302,63851.0,64030.0,63466.0,63820.0
2026-07-29 00:00:00,63957.0445311038,1283142171242.0308,24575144136.146225,63825.0,63987.0,63519.0,63875.0
2026-07-29 04:00:00,63644.82009307119,1276881713206.0117,23546594464.594673,63957.0,64085.0,63641.0,63670.0
2026-07-29 08:00:00,64472.38005239486,1293490599528.6028,24543421583.261524,63645.0,64505.0,63545.0,64505.0
2026-07-29 12:00:00,64419.372984612375,1292432158863.8323,24810842403.4885,64472.0,64660.0,64237.0,64444.0
2026-07-29 16:00:00,63869.6230252044,1281407241137.8293,23488680392.868843,64419.0,64556.0,63852.0,63905.0
2026-07-29 20:00:00,63447.32200367168,1272937276627.4646,26865793207.37976,63870.0,64546.0,63522.0,63529.0
2026-07-30 00:00:00,63934.10397135411,1282708329624.6782,28002713066.858093,63447.0,64044.0,63247.0,63916.0
2026-07-30 04:00:00,64084.502460640455,1285733973571.583,28063056515.806347,63934.0,64319.0,63548.0,64090.0
2026-07-30 08:00:00,63942.4469119073,1282886647990.8452,27934473638.783543,64085.0,64085.0,63843.0,63942.0
